,Ranking,Total Amount,待完善,Excluded bcz citizenship/SOE/edc,Name (EN),Name (CN),Comment,Year born,Age,Sex,Ethnicity,Bio Link,Industry,Company Name,Company Name (CN),Publicly Listed? (Y/N),Company Position,Corporate HQ (Province),Corporate HQ (City),Company Link,Donor Entity Name,Donation Amount (mil ¥),Donation Month,Donation Date,Donation Origin (Province),Donation Origin (City),Donation Destination (Province),Donation Destination (City),Name of Recipient,Name of Recipient (CN),Donation for what program?,Type of Recipient,Donation Cause,Donation Vehicle,Form of Donation,Pledge? (Y/N),UID-Don't Delete,Donation Link,Donatlon Link 2,Donation Link 3,Other Donation Link(s),"Human Search (1,2,3,4)","Web Crawler (1,2,3,4)","Self-Report (1,2,3,4)","Foundation (1,2,3,4)",CFC Validated? (Y/N),Source Type,Receipt? (Y/N),Credibility,Researcher,Last Update,Web Crawler Platform,Search Term
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.3,12,15,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.3-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.3,12,15,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.3-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.3,12,17,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.3-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.3,12,17,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.3-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.3,12,18,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.3-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.3,12,18,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.3-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.3,12,10,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.3-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,15,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,15,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,15,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,15,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,15,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,15,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,15,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,15,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,18,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,18,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,18,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,18,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,18,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,18,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,18,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,18,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,17,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,17,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,17,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,17,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,17,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,17,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,10,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,10,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,10,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,10,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,10,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,11,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,11,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,11,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,11,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,14,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,14,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
Y,76,10,,,Yu Zhihua,余志华,,,,,,,,,,,,,,,长沙江湾科技投资集团有限公司,0.15,12,14,Hunan,Changsha,Hunan,Changsha,Central South University Education Foundation,中南大学教育基金会,长沙江湾科技投资集团有限公司,University or University Foundation,Education,Corporation,Cash,N,余志华-长沙江湾科技投资集团有限公司-0.15-12-Central South University Education Foundation-中南大学教育基金会,link,"http://csuef.csu.edu.cn/Files/16-08-31/2016-08-31%2004-43-51_1214.html,
 http://csuef.csu.edu.cn/Block/Archives.aspx,
 http://csuef.csu.edu.cn/Block/NewsList.aspx?KindID=1",,,,,,1st,,,,,Xueshan Zhang,1/9/2017,,
